"excel_row","Study_ID","Author_Year","Location_ID","Measured","Order","Family","Common_name","Trophic_Level","Sampling_date","variation","m_g","se_g","n_g","m_c","se_c","n_c","Stratum","Herbivore_origin","Max_size_class","Single_size_class","Response_group","Design","Years_since_exclusion","zero_adjusted","sd_g","sd_c","yi","vi","es_id"
353,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Diversity","Orthoptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",3.6,0.13,4,3.3,0.15,4,"Above-ground","Domestic","Large","Large","Diversity","Exclosure",27,FALSE,0.26,0.3,-0.0870113769896298,0.00337012804815835,340
354,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Herbivore","41395","SE",162.23,40.38,9,244.89,27.08,9,"Ground & litter-dwelling","Native",NA,NA,"Abundance","Exclosure",4,FALSE,121.14,81.24,0.411794048709067,0.0741821283166309,341
355,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Herbivore","41395","SE",238.24,15.68,9,244.89,27.08,9,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,47.04,81.24,0.0275305611956753,0.0165597377521358,342
356,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Herbivore","41395","SE",234.92,24.23,9,244.89,27.08,9,"Ground & litter-dwelling","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,72.69,81.24,0.0415640994770556,0.0228661620038997,343
357,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Herbivore","41395","SE",126.6,8.55,9,185.04,14.25,9,"Ground & litter-dwelling","Native",NA,NA,"Abundance","Exclosure",4,FALSE,25.65,42.75,0.379539508213108,0.010491647874085,344
358,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Herbivore","41395","SE",138,12.35,9,185.04,14.25,9,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,37.05,42.75,0.293318332765979,0.0139395509834979,345
359,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Herbivore","41395","SE",154.63,9.03,9,185.04,14.25,9,"Ground & litter-dwelling","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,27.09,42.75,0.179536851435845,0.00934086194108204,346
360,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Predators","41395","SE",285.53,22.25,9,289.83,12.92,9,"Ground & litter-dwelling","Native",NA,NA,"Abundance","Exclosure",4,FALSE,66.75,38.76,0.0149474418127475,0.00805953166981978,347
361,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Predators","41395","SE",255.74,17.22,9,289.83,12.92,9,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,51.66,38.76,0.125133240814506,0.00652105429567073,348
362,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Predators","41395","SE",317.46,13.28,9,289.83,12.92,9,"Ground & litter-dwelling","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,39.84,38.76,-0.0910572819465674,0.00373710496801632,349
363,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Predators","41395","SE",342.58,22.25,9,341.51,10.05,9,"Ground & litter-dwelling","Native",NA,NA,"Abundance","Exclosure",4,FALSE,66.75,30.15,-0.00312824591085362,0.00508430070888124,350
364,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Predators","41395","SE",343.66,10.05,9,341.51,10.05,9,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,30.15,30.15,-0.00627583535961398,0.00172122743927555,351
365,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Predators","41395","SE",359.81,25.48,9,341.51,10.05,9,"Ground & litter-dwelling","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,76.44,30.15,-0.0521991531896779,0.0058808005340648,352
366,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Omnivores","41395","SE",109.67,19.57,9,165.99,47.26,9,"Ground & litter-dwelling","Native",NA,NA,"Abundance","Exclosure",4,FALSE,58.71,141.78,0.414451688806011,0.112905582851722,353
367,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Omnivores","41395","SE",74.82,19.57,9,165.99,47.26,9,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,58.71,141.78,0.796842316658128,0.14947736886182,354
368,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Omnivores","41395","SE",125.42,18.14,9,165.99,47.26,9,"Ground & litter-dwelling","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,54.42,141.78,0.280259440463253,0.101982172865995,355
369,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Omnivores","41395","SE",149.28,29.59,9,160.26,24.34,9,"Ground & litter-dwelling","Native",NA,NA,"Abundance","Exclosure",4,FALSE,88.77,73.02,0.0709737592508907,0.0623574075698695,356
370,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Omnivores","41395","SE",164.08,34.85,9,160.26,24.34,9,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,104.55,73.02,-0.0235566174142008,0.0681792143422426,357
371,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Omnivores","41395","SE",216.11,28.16,9,160.26,24.34,9,"Ground & litter-dwelling","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,84.48,73.02,-0.298990040965011,0.0400461225090834,358
372,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Detritivores","41395","SE",86.59,6.37,9,66.59,10.99,9,"Ground & litter-dwelling","Native",NA,NA,"Abundance","Exclosure",4,FALSE,19.11,32.97,-0.262629919337179,0.0326499547105954,359
373,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Detritivores","41395","SE",56.7,6.37,9,66.59,10.99,9,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,19.11,32.97,0.160780205388825,0.0398596857789408,360
374,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Detritivores","41395","SE",57.47,6.04,9,66.59,10.99,9,"Ground & litter-dwelling","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,18.12,32.97,0.147291343602881,0.0382837894056793,361
375,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Detritivores","41395","SE",59.78,6.37,9,62.2,6.59,9,"Ground & litter-dwelling","Native",NA,NA,"Abundance","Exclosure",4,FALSE,19.11,19.77,0.039683842889342,0.0225795704979778,362
376,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Detritivores","41395","SE",61.98,4.84,9,62.2,6.59,9,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,14.52,19.77,0.00354324738553174,0.0173230981332818,363
377,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Detritivores","41395","SE",67.03,6.15,9,62.2,6.59,9,"Ground & litter-dwelling","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,18.45,19.77,-0.0747852806247325,0.0196431515504275,364
378,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Herbivore","41395","SE",170.95,111.73,9,445.81,64.8,9,"Above-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,335.19,194.4,0.958521736198544,0.448298243363256,365
379,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Herbivore","41395","SE",506.15,60.34,9,445.81,64.8,9,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,181.02,194.4,-0.126940215760907,0.0353395109307365,366
380,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Herbivore","41395","SE",662.57,111.73,9,445.81,64.8,9,"Above-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,335.19,194.4,-0.396233360372217,0.0495641061323582,367
381,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Herbivore","41395","SE",195.53,60.34,9,356.42,53.63,9,"Above-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,181.02,160.89,0.60039599040677,0.117872982693978,368
382,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Herbivore","41395","SE",443.58,93.85,9,356.42,53.63,9,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,281.55,160.89,-0.21876835805211,0.0674043463621091,369
383,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Herbivore","41395","SE",427.93,35.75,9,356.42,53.63,9,"Above-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,107.25,160.89,-0.182849820058985,0.029619999803544,370
384,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Predators","41395","SE",0.79,0.75,9,1.74,0.98,9,"Above-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,2.25,2.94,0.789607446747507,1.21851282467178,371
385,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Predators","41395","SE",1.77,0.46,9,1.74,0.98,9,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,1.38,2.94,-0.0170944333593002,0.384756211446097,372
386,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Predators","41395","SE",5.54,1.84,9,1.74,0.98,9,"Above-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,5.52,2.94,-1.15810938753275,0.427525268660016,373
387,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Predators","41395","SE",3.21,1.15,9,2.92,1.21,9,"Above-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,3.45,3.63,-0.0946873208617341,0.300060704843,374
388,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Predators","41395","SE",7.61,3.51,9,2.92,1.21,9,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,10.53,3.63,-0.957879555593404,0.384451661395599,375
389,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Predators","41395","SE",5.9,1.67,9,2.92,1.21,9,"Above-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,5.01,3.63,-0.703368734631483,0.251831518407111,376
390,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Omnivores","41395","SE",0.56,0.5,9,1.65,0.58,9,"Above-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,1.5,1.74,1.08059378316543,0.92075677929574,377
391,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Omnivores","41395","SE",0.56,0.19,9,1.65,0.58,9,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,0.57,1.74,1.08059378316543,0.238677697663087,378
392,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Omnivores","41395","SE",1.55,0.91,9,1.65,0.58,9,"Above-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,2.73,1.74,0.0625203569813339,0.46824552401319,379
393,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Omnivores","41395","SE",1.45,1.12,9,2.25,0.89,9,"Above-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,3.36,2.67,0.439366659783846,0.753087265307321,380
394,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Omnivores","41395","SE",1.47,0.99,9,2.25,0.89,9,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,2.97,2.67,0.425667815425684,0.610025213774096,381
395,"#1088","Vandegehuchte et al., 2017","LOC17","Abundance",NA,NA,NA,"Omnivores","41395","SE",4.59,2.5,9,2.25,0.89,9,"Above-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,7.5,2.67,-0.712949807856125,0.453121228777156,382
396,"#1863","DenHerder et al., 2004","LOC10","Abundance","Coleoptera","Chrysomelidae","Leaf beetle","Herbivore","Late Aug-early Sep 2001","SE",0.0255959849435382,0.0341279799247177,20,0.100125470514429,0.090589711417816,20,"Above-ground","Domestic","Large",NA,"Abundance","Exclosure",4,FALSE,0.152624966092834,0.405129505584651,1.36398860360559,2.59637188208617,383
397,"#2176","Huntzinger et al., 2008","LOC03","Abundance","Stylommatophora",NA,"Snail","Herbivore","2003","SE",5.29,1.72,5,9.58,2.22,5,"Above-ground","Native","Small","Small","Abundance","Exclosure",8,FALSE,3.84603692129964,4.96407091004953,0.593859346112561,0.159417254869218,384
398,"#2176","Huntzinger et al., 2008","LOC03","Abundance","Stylommatophora",NA,"Snail","Herbivore","2004","SE",0.99,0.32,5,1.99,0.8,5,"Above-ground","Native","Small","Small","Abundance","Exclosure",9,FALSE,0.715541752799933,1.78885438199983,0.698184974589902,0.266091215285183,385
399,"#2176","Huntzinger et al., 2008","LOC03","Abundance","Stylommatophora",NA,"Snail","Herbivore","2003","SE",6.4,1.78,5,8.49,2.3,5,"Above-ground","Native",NA,NA,"Abundance","Exclosure",8,FALSE,3.98020099994963,5.14295634824952,0.28259100995763,0.150744090832304,386
400,"#2176","Huntzinger et al., 2008","LOC03","Abundance","Stylommatophora",NA,"Snail","Herbivore","2004","SE",0.52,0.38,5,2,0.76,5,"Above-ground","Native",NA,NA,"Abundance","Exclosure",9,FALSE,0.84970583144992,1.69941166289984,1.34707364796661,0.678423668639053,387
401,"#2176","Huntzinger et al., 2008","LOC03","Abundance","Lepidoptera",NA,"Caterpillar","Herbivore","2003-2004","SE",35.25,6.06,5,55.37,8.6,5,"Above-ground","Native","Small","Small","Abundance","Exclosure",9,FALSE,13.5505719436487,19.2301846064982,0.451572401576598,0.0536786493072126,388
402,"#2176","Huntzinger et al., 2008","LOC03","Abundance","Lepidoptera",NA,"Caterpillar","Herbivore","2003-2004","SE",51.58,7.62,5,39.17,7.91,5,"Above-ground","Native",NA,NA,"Abundance","Exclosure",9,FALSE,17.0388379885484,17.6872977020233,-0.275222852775459,0.0626045177357862,389
403,"#2176","Huntzinger et al., 2008","LOC03","Abundance","Orthoptera",NA,"Grasshopper","Herbivore","2003-2004","SE",1.29,0.3,5,3.4,0.64,5,"Above-ground","Native","Small","Small","Abundance","Exclosure",9,FALSE,0.670820393249937,1.43108350559987,0.969133213248535,0.0895158142154835,390
404,"#2176","Huntzinger et al., 2008","LOC03","Abundance","Orthoptera",NA,"Grasshopper","Herbivore","2003-2004","SE",2.7,0.56,5,2,0.62,5,"Above-ground","Native",NA,NA,"Abundance","Exclosure",9,FALSE,1.25219806739988,1.38636214604987,-0.300104592450338,0.139117832647462,391
405,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Detritivores -Fungal  Feeders","41518","SE",7.74,0.35,9,8.88,0.31,9,"Below-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,1.05,0.93,0.137399869402443,0.00326351749273623,392
406,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Detritivores -Fungal  Feeders","41518","SE",8.1,0.16,9,8.88,0.31,9,"Below-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,0.48,0.93,0.0919374953256858,0.00160888623302426,393
407,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Detritivores -Fungal  Feeders","41518","SE",7.94,0.17,9,8.88,0.31,9,"Below-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,0.51,0.93,0.111888281745034,0.00167711471781034,394
408,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Detritivores -Fungal  Feeders","41518","SE",7.2,0.25,9,8.53,0.37,9,"Below-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,0.75,1.11,0.169508335481578,0.00308713775515693,395
409,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Detritivores -Fungal  Feeders","41518","SE",8.03,0.34,9,8.53,0.37,9,"Below-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,1.02,1.11,0.0604048335449175,0.00367428398605152,396
410,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Detritivores -Fungal  Feeders","41518","SE",8.14,0.19,9,8.53,0.37,9,"Below-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,0.57,1.11,0.0467991814891386,0.00242633175101042,397
411,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Carnivores","41518","SE",33.68,2.92,9,37.99,3.13,9,"Below-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,8.76,9.39,0.120418777825408,0.0143047307053191,398
412,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Carnivores","41518","SE",38.33,3.19,9,37.99,3.13,9,"Below-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,9.57,9.39,-0.00890991219292941,0.0137144677598727,399
413,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Carnivores","41518","SE",36.18,2.71,9,37.99,3.13,9,"Below-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,8.13,9.39,0.0488164872323852,0.0123986275950007,400
414,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Carnivores","41518","SE",30.07,2.78,9,40.49,3.4,9,"Below-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,8.34,10.2,0.297527033043632,0.0155983655275019,401
415,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Carnivores","41518","SE",35.97,2.5,9,40.49,3.4,9,"Below-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,7.5,10.2,0.118369772336537,0.0118817662542632,402
416,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Carnivores","41518","SE",36.53,2.92,9,40.49,3.4,9,"Below-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,8.76,10.2,0.102921189236879,0.0134406801889048,403
417,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Herbivores","41518","SE",43.78,5.7,9,51.78,6.81,9,"Below-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,17.1,20.43,0.167826882228675,0.0342480860980083,404
418,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Herbivores","41518","SE",50.75,4.75,9,51.78,6.81,9,"Below-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,14.25,20.43,0.0200923564014949,0.0260571962425941,405
419,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Herbivores","41518","SE",41.56,4.04,9,51.78,6.81,9,"Below-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,12.12,20.43,0.219865808092365,0.0267465353869083,406
420,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Herbivores","41518","SE",39.35,4.75,9,42.28,4.59,9,"Below-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,14.25,13.77,0.0718181861386246,0.026356982276935,407
421,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Herbivores","41518","SE",49.41,6.1,9,42.28,4.59,9,"Below-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,18.3,13.77,-0.155838671855622,0.0270272798874672,408
422,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Herbivores","41518","SE",44.26,4.12,9,42.28,4.59,9,"Below-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,12.36,13.77,-0.0457671736208666,0.020450761630265,409
423,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Detritivores - Bacterial Feeders","41518","SE",7000,1587.3,9,9619.05,1269.84,9,"Below-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,4761.9,3809.52,0.31783535814719,0.0688462436771236,410
424,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Detritivores - Bacterial Feeders","41518","SE",7992.06,1349.21,9,9619.05,1269.84,9,"Below-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,4047.63,3809.52,0.185296958376925,0.0459272299724993,411
425,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Detritivores - Bacterial Feeders","41518","SE",4936.51,992.06,9,9619.05,1269.84,9,"Below-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,2976.18,3809.52,0.667086903408459,0.0578139063558323,412
426,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Detritivores - Bacterial Feeders","41518","SE",7198.41,1746.03,9,14698.41,2500,9,"Below-ground","Native",NA,NA,"Abundance","Exclosure",4,FALSE,5238.09,7500,0.713879156367911,0.0877636448458557,413
427,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Detritivores - Bacterial Feeders","41518","SE",8587.3,1547.62,9,14698.41,2500,9,"Below-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,4642.86,7500,0.537454957057269,0.0614093450445635,414
428,"#1103","Vandegehuchte et al., 2017","LOC17","Abundance","Nematoda",NA,"Nematodes","Detritivores - Bacterial Feeders","41518","SE",10095.24,952.38,9,14698.41,2500,9,"Below-ground","Native","Medium",NA,"Abundance","Exclosure",4,FALSE,2857.14,7500,0.3756752990415,0.0378293349776487,415
429,"#1103","Vandegehuchte et al., 2017","LOC17","Richness","Nematoda",NA,"Nematodes",NA,"41518","SE",28.93,0.84,9,26.37,1.51,9,"Below-ground","Native",NA,NA,"Richness","Exclosure",4,FALSE,2.52,4.53,-0.0926521186228484,0.00412200749957668,416
430,"#1103","Vandegehuchte et al., 2017","LOC17","Richness","Nematoda",NA,"Nematodes",NA,"41518","SE",30,0.94,9,26.37,1.51,9,"Below-ground","Native","Medium","Medium","Richness","Exclosure",4,FALSE,2.82,4.53,-0.12897038129696,0.00426071902532281,417
431,"#1103","Vandegehuchte et al., 2017","LOC17","Richness","Nematoda",NA,"Nematodes",NA,"41518","SE",29.57,0.6,9,26.37,1.51,9,"Below-ground","Native","Medium",NA,"Richness","Exclosure",4,FALSE,1.8,4.53,-0.11453333349919,0.00369065924496242,418
432,"#1103","Vandegehuchte et al., 2017","LOC17","Richness","Nematoda",NA,"Nematodes",NA,"41518","SE",29.01,0.99,9,29.92,0.95,9,"Below-ground","Native",NA,NA,"Richness","Exclosure",4,FALSE,2.97,2.85,0.0308865549729638,0.00217274242268839,419
433,"#1103","Vandegehuchte et al., 2017","LOC17","Richness","Nematoda",NA,"Nematodes",NA,"41518","SE",28.8,1.19,9,29.92,0.95,9,"Below-ground","Native","Medium","Medium","Richness","Exclosure",4,FALSE,3.57,2.85,0.0381517659643763,0.00271544388403296,420
434,"#1103","Vandegehuchte et al., 2017","LOC17","Richness","Nematoda",NA,"Nematodes",NA,"41518","SE",30.13,0.88,9,29.92,0.95,9,"Below-ground","Native","Medium",NA,"Richness","Exclosure",4,FALSE,2.64,2.85,-0.00699420003593324,0.00186118284724879,421
435,"#1103","Vandegehuchte et al., 2017","LOC17","Diversity","Nematoda",NA,"Nematodes",NA,"41518","SE",2.86,0.04,9,2.51,0.12,9,"Below-ground","Native",NA,NA,"Diversity","Exclosure",4,FALSE,0.12,0.36,-0.130538871688069,0.00248128659232801,422
436,"#1103","Vandegehuchte et al., 2017","LOC17","Diversity","Nematoda",NA,"Nematodes",NA,"41518","SE",2.77,0.07,9,2.51,0.12,9,"Below-ground","Native","Medium","Medium","Diversity","Exclosure",4,FALSE,0.21,0.36,-0.0985645670555547,0.00292428922120925,423
437,"#1103","Vandegehuchte et al., 2017","LOC17","Diversity","Nematoda",NA,"Nematodes",NA,"41518","SE",2.72,0.03,9,2.51,0.12,9,"Below-ground","Native","Medium",NA,"Diversity","Exclosure",4,FALSE,0.09,0.36,-0.0803491271642136,0.00240732592898646,424
438,"#1103","Vandegehuchte et al., 2017","LOC17","Diversity","Nematoda",NA,"Nematodes",NA,"41518","SE",2.86,0.05,9,2.87,0.03,9,"Below-ground","Native",NA,NA,"Diversity","Exclosure",4,FALSE,0.15,0.09,0.00349040493976857,0.000414902825252737,425
439,"#1103","Vandegehuchte et al., 2017","LOC17","Diversity","Nematoda",NA,"Nematodes",NA,"41518","SE",2.82,0.08,9,2.87,0.03,9,"Below-ground","Native","Medium","Medium","Diversity","Exclosure",4,FALSE,0.24,0.09,0.0175751448215077,0.000914052899250779,426
440,"#1103","Vandegehuchte et al., 2017","LOC17","Diversity","Nematoda",NA,"Nematodes",NA,"41518","SE",2.78,0.05,9,2.87,0.03,9,"Below-ground","Native","Medium",NA,"Diversity","Exclosure",4,FALSE,0.15,0.09,0.0318611020689841,0.000432746629143319,427
441,"#1490","Lilleeng et al.,  2021","LOC25","Abundance","Lepidoptera; Hymenoptera (Symphyta)",NA,NA,"Herbivores","June 2012 and June 2013","SE",0.961722488038277,0.244019138755973,10,2.0023923444976,0.39473684210527,12,"Above-ground","Mixed","Medium","Medium","Abundance","Exclosure",13,FALSE,0.771656271141541,1.36740853229124,0.733371981870451,0.103240863047679,428
442,"#1048","Christopher et al., 2012","LOC_CINCINNATINATURECENTER","Diversity",NA,NA,NA,NA,"2005","SE",1.77,0.077,3,1.722,0.078,3,"Ground & litter-dwelling","Native","Medium","Medium","Diversity","Exclosure",0,FALSE,0.133367912182804,0.135099962990372,-0.0274931405801987,0.00394423853799492,429
443,"#1048","Christopher et al., 2012","LOC_CINCINNATINATURECENTER","Diversity",NA,NA,NA,NA,"2006","SE",1.86,0.09,3,1.77,0.135,3,"Ground & litter-dwelling","Native","Medium","Medium","Diversity","Exclosure",1,FALSE,0.155884572681199,0.233826859021798,-0.0495969411393722,0.00815860501530383,430
444,"#1048","Christopher et al., 2012","LOC_CINCINNATINATURECENTER","Abundance","Acari",NA,"Mites",NA,"2005","SE",129.76,7.14,3,111.9,4.76,3,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",0,FALSE,12.3668427660418,8.24456184402785,-0.148080975049223,0.00483719307990177,431
445,"#1048","Christopher et al., 2012","LOC_CINCINNATINATURECENTER","Abundance","Acari",NA,"Mites",NA,"2006","SE",139.29,4.76,3,107.14,70.24,3,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",1,FALSE,8.24456184402785,121.659248723638,-0.262421700247126,0.430967132647088,432
446,"#1048","Christopher et al., 2012","LOC_CINCINNATINATURECENTER","Abundance","Araneae",NA,"Spiders","Predators","2005","SE",72.89,2.86,3,108.22,4.14,3,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",0,FALSE,4.95366530964699,7.17069034333515,0.395214736820468,0.00300303445537402,433
447,"#1048","Christopher et al., 2012","LOC_CINCINNATINATURECENTER","Abundance","Araneae",NA,"Spiders","Predators","2006","SE",63.98,2.55,3,97.4,4.14,3,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",1,FALSE,4.41672955930064,7.17069034333515,0.420255676127118,0.00339520345343191,434
